名稱,郵遞區號,地址,相對位置,營業時間,座標x,座標y,儲格數,櫃型,備註,付費方式
捷運中山國小站ｉ郵箱,10400,臺北市中山區民權東路1段71號B1(近1號出口),1號出口電扶梯旁,06:00〜24:00,121.526274,25.062852,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
捷運市政府站ｉ郵箱,11000,臺北市信義區忠孝東路5段2號B1(近1、4號出口中央),1號出口和4號出口通道中央,06:00〜24:00,121.565841,25.041159,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
莿桐郵局ｉ郵箱,64700,雲林縣莿桐鄉中山路71號,局屋外面,24小時,120.499511,23.756405,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
古坑郵局ｉ郵箱,64600,雲林縣古坑鄉中山路123號,局屋外面,24小時,120.561961,23.644522,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
西螺郵局ｉ郵箱,64800,雲林縣西螺鎮福興路167-1號,局屋外面,24小時,120.460350,23.799971,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
土庫郵局ｉ郵箱,63300,雲林縣土庫鎮大同路65號,ATM旁,24小時,120.394819,23.676153,33,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
麥寮橋頭郵局ｉ郵箱,63800,雲林縣麥寮鄉橋頭村仁德路96-1號,ATM旁,24小時,120.277549,23.796270,20,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新興郵局2ｉ郵箱,80000,高雄市新興區中正三路179號,中正三路與南華路交叉口,24小時,120.302934,22.631119,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
捷運忠孝新生站ｉ郵箱,10600,臺北市大安區新生南路1段67號B1(近3、4號出口),往3、4號出口閘票口右側(亞尼克左側),06:00〜24:00,121.533077,25.042433,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
善化郵局ｉ郵箱,74100,臺南市善化區中正路332號,ATM左側,24小時,120.294141,23.127129,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
麻豆郵局ｉ郵箱,72100,臺南市麻豆區新生北路1號,入口左側,24小時,120.240790,23.185966,53,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楠梓亞洲城郵局ｉ郵箱,81100,高雄市楠梓區壽民路222號,自助服務區內,24小時,120.296544,22.716360,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
岡山郵局ｉ郵箱,82000,高雄市岡山區民有路68號,自助服務區,24小時,120.296389,22.792170,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福高雄成功店ｉ郵箱,80600,高雄市前鎮區中華五路1111號,左側入口,09:00~23:00,120.304231,22.604993,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福高雄澄清店ｉ郵箱,80700,高雄市三民區澄清路635號,右側入口,08:30~23:00,120.346025,22.644077,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福鳳山店ｉ郵箱,83000,高雄市鳳山區中山西路236號,右側入口,08:30~23:00,120.347885,22.628105,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福五甲店ｉ郵箱,83000,高雄市鳳山區林森路291號,右側入口,09:00~23:00,120.336504,22.596535,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高師大和平校區ｉ郵箱,80200,高雄市苓雅區和平一路116號,活動中心門外右側,24小時,120.321029,22.624082,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高師大燕巢校區ｉ郵箱,82400,高雄市燕巢區深中路62號,致理大樓1樓早餐店對面,24小時,120.405124,22.781982,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
義守大學醫學院ｉ郵箱,82400,高雄市燕巢區義大路8號,教學大樓A棟門內左側,24小時,120.362514,22.763552,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中山工商ｉ郵箱,83100,高雄市大寮區正氣路79號,博愛大樓B1音樂教室外側(限校內師生用),24小時,120.393322,22.600592,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山行政中心郵局ｉ郵箱,83000,高雄市鳳山區光復路2段132號,入口左側,24小時,120.343796,22.629400,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福台南安平店ｉ郵箱,70000,臺南市中西區中華西路2段16號,一樓手扶梯(往B1)右側,24小時,120.187130,22.988430,50,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福新營店ｉ郵箱,73000,臺南市新營區健康路251號,正面入口左側,24小時,120.311711,23.319238,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福永康中正店ｉ郵箱,71000,臺南市永康區中正南路358號,大門入口處,24小時,120.228149,23.032580,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福仁德店ｉ郵箱,71700,臺南市仁德區中山路711號B1,B1男廁旁,09:00~23:00,120.244576,22.972372,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福永康中華店ｉ郵箱,71000,臺南市永康區中華二路350號B1,地下一樓，cocoBar自助唱歌機旁,09:00~23:00,120.230798,23.008439,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永康網寮郵局ｉ郵箱,71000,臺南市永康區小東路483號,入口右側牆面,24小時,120.235434,22.998585,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永康郵局ｉ郵箱,71000,臺南市永康區中山路78號,入口左側,24小時,120.256785,23.028260,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南永樂郵局ｉ郵箱,70000,臺南市中西區民族路3段282號,入口右側,24小時,120.192437,23.000141,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義興業路郵局ｉ郵箱,60000,嘉義市東區興業東路12號,ATM服務區左側,24小時,120.453663,23.468933,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義彌陀郵局ｉ郵箱,60000,嘉義市東區彌陀路268號,大門右側,24小時,120.462788,23.474156,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義湖內郵局ｉ郵箱,60000,嘉義市西區民生南路540號,大門右側,24小時,120.446660,23.488777,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
宜蘭地政事務所ｉ郵箱,26000,宜蘭縣宜蘭市泰山路66號1樓,ATM左側,24小時,121.745912,24.754395,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
宜蘭西後街郵局ｉ郵箱,26000,宜蘭縣宜蘭市西後街2-1號,ATM左側,24小時,121.751407,24.755709,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
一三五生鮮超市馬賽店ｉ郵箱,27000,宜蘭縣蘇澳鎮新馬路45號,大門左側,24小時,121.833053,24.617820,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大湖郵局ｉ郵箱,36400,苗栗縣大湖鄉中正路42號,大門右側鋼棚內,24小時,120.868210,24.422153,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份上公園郵局ｉ郵箱,35100,苗栗縣頭份市中正路221-1號,大門左側,24小時,120.914234,24.688312,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
斗南郵局ｉ郵箱,63000,雲林縣斗南鎮中山路77號,大門左側,24小時,120.479189,23.675228,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
斗南新光郵局ｉ郵箱,63000,雲林縣斗南鎮光興路78號,大門左側,24小時,120.481500,23.689354,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
土庫馬光郵局ｉ郵箱,63300,雲林縣土庫鎮馬光路177-5號,大門右側,24小時,120.353318,23.705221,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林內郵局ｉ郵箱,64300,雲林縣林內鄉中正路332號,ATM服務區,24小時,120.613407,23.756378,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
四湖郵局ｉ郵箱,65400,雲林縣四湖鄉中正路347號,大門左側,24小時,120.225689,23.636769,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
古坑郵局2ｉ郵箱,64600,雲林縣古坑鄉中山路123號,門口左側,24小時,120.561940,23.644650,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鹽埔郵局ｉ郵箱,90700,屏東縣鹽埔鄉新二村彭厝路39號,大門右側,24小時,120.556128,22.741863,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
里港郵局ｉ郵箱,90500,屏東縣里港鄉春林村中山南路40號,大門左側,24小時,120.494426,22.772545,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高樹郵局ｉ郵箱,90600,屏東縣高樹鄉高樹村興中路327號,大門左側,24小時,120.600089,22.826516,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南護專ｉ郵箱,70000,臺南市中西區民族路2段78號,門口郵局ATM左側,24小時,120.205378,22.995665,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
安定興視達宅電通ｉ郵箱,74500,臺南市安定區港南里港口115號之3,入口左側,24小時,120.232835,23.089625,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
台南應用科技大學ｉ郵箱,71000,臺南市永康區中正路529號,郵局ATM右側,24小時,120.238936,23.039080,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重首都花園ｉ郵箱,24100,新北市三重區溪尾街320號,大門右側(邦仁兒童美語左側),24小時,121.487865,25.084516,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊幸福站停車場ｉ郵箱,24200,新北市新莊區思源路296巷2號,一樓機車停車區旁,24小時,121.460571,25.049695,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水安泰登峰大樓ｉ郵箱,25100,新北市淡水區中正東路2段27號,郵件收發中心對面,24小時,121.459429,25.157132,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水郵務大樓2ｉ郵箱,25100,新北市淡水區崁頂二路250號,一樓汽機車入口處,24小時,121.436098,25.197195,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水佳昂晴海社區ｉ郵箱,25100,新北市淡水區新市一路1段331巷52號,社區BC棟大門右側,24小時,121.436038,25.187519,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡江大學商管學院ｉ郵箱,25100,新北市淡水區英專路151號,商管學院2樓聯外通道(公布欄旁),24小時,121.449673,25.176610,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重愛在永安里ｉ郵箱,24100,新北市三重區車路頭街136巷1號,大門右側,24小時,121.483407,25.075470,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
五股全坤尊峰世紀館ｉ郵箱,24800,新北市五股區芳洲一路60號,大門入口右側平台,24小時,121.443849,25.085643,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
五股新加坡花園城堡ｉ郵箱,24800,新北市五股區登林路81號1-52,門口右側騎樓處,24小時,121.427050,25.070404,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊宏匯思源廣場ｉ郵箱,24200,新北市新莊區思源路555號,管理室對面,24小時,121.459063,25.058356,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水江南大宅社區ｉ郵箱,25100,新北市淡水區沙崙路1段1號,社區冰箱旁,24小時,121.429448,25.188843,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖口波羅村集會所ｉ郵箱,30300,新竹縣湖口鄉千禧路32號,集會所左側,24小時,121.027920,24.884960,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
香山區指澤宮ｉ郵箱,30000,新竹市香山區延平路2段681號,宮廟左側,24小時,120.922445,24.804928,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
香山區靈安宮ｉ郵箱,30000,新竹市香山區樹下街95號,宮廟左側,24小時,120.934285,24.799333,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
麻豆新樓醫院ｉ郵箱,72100,臺南市麻豆區埤頭里苓子林20號,1樓大廳,24小時,120.232853,23.179231,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
長榮女中ｉ郵箱,70100,臺南市東區長榮路2段135號,大門右側牆面,24小時,120.218959,22.991116,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南頑皮族舊書店ｉ郵箱,70100,臺南市東區育樂街113號,正門,24小時,120.214880,22.995322,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南萬通人力ｉ郵箱,70900,臺南市安南區長溪路2段455號,入口,24小時,120.202200,23.052280,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新市郵局ｉ郵箱,74400,臺南市新市區仁愛街217號,自助服務區,24小時,120.293395,23.075908,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南和順郵局ｉ郵箱,70900,臺南市安南區安和路5段119號,入口左側,24小時,120.218210,23.065633,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南海佃郵局ｉ郵箱,70900,臺南市安南區國安街8號,入口左側,24小時,120.191420,23.023046,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南灣裡郵局ｉ郵箱,70200,臺南市南區灣裡路67號,入口右側,24小時,120.180974,22.932341,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南世界帝標ｉ郵箱,70100,臺南市東區龍山街79號,大廳內部書報休憩區旁(限住戶使用),24小時,120.222645,22.982025,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永康金三角辦公大樓ｉ郵箱,71000,臺南市永康區中華路1號,2號電梯左側,24小時,120.233577,22.998841,60,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
雙溪郵局ｉ郵箱,22700,新北市雙溪區太平路81號,大門右側,24小時,121.865100,25.036230,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆大武崙郵局ｉ郵箱,20400,基隆市安樂區基金一路131-24號,大門左側,24小時,121.711700,25.140290,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止北港國小ｉ郵箱,22100,新北市汐止區汐萬路2段279號,單車租用站的右側,24小時,121.645410,25.089410,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
金山郵局ｉ郵箱,20800,新北市金山區中山路97號,自助服務區ATM後方,24小時,121.639700,25.218930,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重六張街自助洗衣店ｉ郵箱,24100,新北市三重區六張街98號,店內左側,24小時,121.492676,25.069887,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊中信街宏普大樓ｉ郵箱,24200,新北市新莊區中信街176號,入口右側,24小時,121.447854,25.057796,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
草屯鎮農會新庄分部ｉ郵箱,54200,南投縣草屯鎮芬草路2段405號,大門左側,24小時,120.669122,23.992861,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
東勢厝郵局ｉ郵箱,63500,雲林縣東勢鄉東勢西路32號,郵局入口左側、門與柱子中間牆面,24小時,120.252794,23.675767,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
后里月眉郵局ｉ郵箱,42100,臺中市后里區甲后路2段377號,ATM服務區,24小時,120.693838,24.313578,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三峽歐洲之旅社區ｉ郵箱,23700,新北市三峽區三樹路255號,1F大廳C棟出入口左側(社區專用),24小時,121.379077,24.943243,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中寮龍安郵局ｉ郵箱,54100,南投縣中寮鄉龍南路45-12號,左側ATM旁,24小時,120.778062,23.941733,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊歐洲之星社區ｉ郵箱,24200,新北市新莊區中原路197號,社區一樓沙發休息區(限社區內部住戶使用),24小時,121.451466,25.054141,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘆洲國民運動中心ｉ郵箱,24700,新北市蘆洲區長樂路235-1號,入口左側,24小時,121.462076,25.090347,40,四代櫃,(停止營運)(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘆洲中原路郵局ｉ郵箱,24700,新北市蘆洲區長安街225號,ATM右側,24小時,121.459473,25.082752,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘆洲光華路郵局ｉ郵箱,24700,新北市蘆洲區光華路108號,大門左側,24小時,121.467320,25.082709,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重贏翼廠辦大樓ｉ郵箱,24100,新北市三重區興德路111號,大廳提款機旁,24小時,121.471114,25.053408,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重世紀登豐公寓大廈ｉ郵箱,24100,新北市三重區重新路5段646號,一樓管理中心外側,24小時,121.468672,25.043972,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口選手村C區I棟ｉ郵箱,24400,新北市林口區仁愛路2段206號,C區I棟管理中心門口右側,24小時,121.378751,25.074287,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口選手村D區J棟ｉ郵箱,24400,新北市林口區文化一路1段146號J棟,D區J棟防災中心正門口,24小時,121.377239,25.072706,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹湳雅街舊社福德祠ｉ郵箱,30000,新竹市北區湳雅街311巷2號,廟門口左邊空地,24小時,120.976206,24.823019,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
寶山文康活動中心ｉ郵箱,30800,新竹縣寶山鄉雙園路2段283號,大門右側,24小時,120.992950,24.766517,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹高峰路普天宮ｉ郵箱,30000,新竹市東區高峰路306巷66號,普天宮門口右邊前方停車場,24小時,120.978894,24.780107,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北埔郵局ｉ郵箱,31400,新竹縣北埔鄉長興街1號,門口右側,24小時,121.054740,24.699998,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
